"Key","EN","CATEGORY","SUBCATEGORY"
"PulseTool.PulseParticleCount","crwdns7403:0crwdne7403:0","PROPERTY",""
"PulseTool.PulseShape","crwdns7404:0crwdne7404:0","PROPERTY",""
"PulseTool.PulsePlaneAlignment","crwdns7405:0crwdne7405:0","PROPERTY",""
"ShootBodyTool.LaunchVelocity","crwdns7406:0crwdne7406:0","PROPERTY",""
"AddBodyTool.LaunchVelocity","crwdns7407:0crwdne7407:0","PROPERTY",""
"AddBodyTool.BalanceMotion","crwdns7408:0crwdne7408:0","PROPERTY",""
"Options.PauseOnLoad","crwdns7409:0crwdne7409:0","PROPERTY",""
"Options.AntialiasingMode","crwdns7410:0crwdne7410:0","PROPERTY",""
"Options.Decals","crwdns7411:0crwdne7411:0","PROPERTY",""
"Options.DisplacementMapping","crwdns7412:0crwdne7412:0","PROPERTY",""
"Options.DisplacementAmount","crwdns7413:0crwdne7413:0","PROPERTY",""
"Options.EffectsQuality","crwdns7414:0crwdne7414:0","PROPERTY",""
"Options.FilteringQuality","crwdns7415:0crwdne7415:0","PROPERTY",""
"Options.Fullscreen","crwdns7416:0crwdne7416:0","PROPERTY",""
"Options.FullscreenDisplay","crwdns7417:0crwdne7417:0","PROPERTY",""
"Options.Glows","crwdns7418:0crwdne7418:0","PROPERTY",""
"Options.MaxAttracting","crwdns7419:0crwdne7419:0","PROPERTY",""
"Options.MaxDecals","crwdns7420:0crwdne7420:0","PROPERTY",""
"Options.MaxNonAttracting","crwdns7421:0crwdne7421:0","PROPERTY",""
"Options.MinimalRocheFactorForTidalHeating","crwdns7422:0crwdne7422:0","PROPERTY",""
"Options.MultiCore","crwdns7423:0crwdne7423:0","PROPERTY",""
"Options.QualityPreset","crwdns7424:0crwdne7424:0","PROPERTY",""
"Options.RenderMode","crwdns7425:0crwdne7425:0","PROPERTY",""
"Options.Resolution","crwdns7426:0crwdne7426:0","PROPERTY",""
"Options.RocheLimitPowerScalar","crwdns7427:0crwdne7427:0","PROPERTY",""
"Options.ShadowsGlobal","crwdns7428:0crwdne7428:0","PROPERTY",""
"Options.SimulationQuality","crwdns7429:0crwdne7429:0","PROPERTY",""
"Options.TargetFrameRate","crwdns7430:0crwdne7430:0","PROPERTY",""
"Options.TextureResolution","crwdns7431:0crwdne7431:0","PROPERTY",""
"Options.TidalHeatingTemperatureRateScalar","crwdns7432:0crwdne7432:0","PROPERTY",""
"Options.TidalHeatingTemperatureRateScalarInside","crwdns7433:0crwdne7433:0","PROPERTY",""
"Options.VSync","crwdns7434:0crwdne7434:0","PROPERTY",""
"Options.PinchUsesDotProduct","crwdns7435:0crwdne7435:0","PROPERTY",""
"Options.GestureTransitionTime","crwdns7436:0crwdne7436:0","PROPERTY",""
"Options.DebugAttractorRelationshipLines","crwdns7437:0crwdne7437:0","PROPERTY",""
"Options.DebugBodyMarkers","crwdns7438:0crwdne7438:0","PROPERTY",""
"Options.DebugImpactLines","crwdns7439:0crwdne7439:0","PROPERTY",""
"Options.DebugInfo","crwdns7440:0crwdne7440:0","PROPERTY",""
"Options.ShowHiddenSimulations","crwdns7441:0crwdne7441:0","PROPERTY",""
"Options.PauseOnCollision","crwdns7442:0crwdne7442:0","PROPERTY",""
"Options.ShowFPS","crwdns7443:0crwdne7443:0","PROPERTY",""
"Options.ShowTime","crwdns7444:0crwdne7444:0","PROPERTY",""
"Options.ParticleRenderMode","crwdns7445:0crwdne7445:0","PROPERTY",""
"Options.UseMaximumQuality","crwdns7446:0crwdne7446:0","PROPERTY",""
"Options.UseTelnetForHorizonSims","crwdns7447:0crwdne7447:0","PROPERTY",""
"Options.UserInterpolationSpeedInSeconds","crwdns7448:0crwdne7448:0","PROPERTY",""
"SimulationSettings.ApplyUniversalDrag","crwdns7449:0crwdne7449:0","PROPERTY",""
"SimulationSettings.AtmosphericDrag","crwdns7450:0crwdne7450:0","PROPERTY",""
"SimulationSettings.BodyColorStyle","crwdns7451:0crwdne7451:0","PROPERTY",""
"SimulationSettings.ParticleScaleStyle","crwdns7452:0crwdne7452:0","PROPERTY",""
"SimulationSettings.CollisionMode","crwdns7453:0crwdne7453:0","PROPERTY",""
"SimulationSettings.VolatileSpeedMultiplier","crwdns7454:0crwdne7454:0","PROPERTY",""
"SimulationSettings.CoolingMultiplier","crwdns7455:0crwdne7455:0","PROPERTY",""
"SimulationSettings.CoolingEnabled","crwdns7456:0crwdne7456:0","PROPERTY",""
"SimulationSettings.CollisionHeatingEnabled","crwdns7457:0crwdne7457:0","PROPERTY",""
"SimulationSettings.JeansEscapeEnabled","crwdns7458:0crwdne7458:0","PROPERTY",""
"SimulationSettings.SolarWindLossEnabled","crwdns7459:0crwdne7459:0","PROPERTY",""
"SimulationSettings.DebugVelocites","crwdns7460:0crwdne7460:0","PROPERTY",""
"SimulationSettings.DensityOfSpace","crwdns7461:0crwdne7461:0","PROPERTY",""
"SimulationSettings.DragCoefficient","crwdns7462:0crwdne7462:0","PROPERTY",""
"SimulationSettings.DragReferenceFrame","crwdns7463:0crwdne7463:0","PROPERTY",""
"SimulationSettings.EclipticRays","crwdns7464:0crwdne7464:0","PROPERTY",""
"SimulationSettings.PhysicsBreakoutTime","crwdns7465:0crwdne7465:0","PROPERTY",""
"SimulationSettings.EnableSubStepping","crwdns7466:0crwdne7466:0","PROPERTY",""
"SimulationSettings.EnableCollisions","crwdns7467:0crwdne7467:0","PROPERTY",""
"SimulationSettings.EnableFragments","crwdns7468:0crwdne7468:0","PROPERTY",""
"SimulationSettings.EnableCollisionFragments","crwdns7469:0crwdne7469:0","PROPERTY",""
"SimulationSettings.EnableTotalBodyFragmentation","crwdns7470:0crwdne7470:0","PROPERTY",""
"SimulationSettings.EnableRocheFragmentation","crwdns7471:0crwdne7471:0","PROPERTY",""
"SimulationSettings.EnableSurfaceFragmentation","crwdns7472:0crwdne7472:0","PROPERTY",""
"SimulationSettings.ProminenceDurationMultiplier","crwdns7473:0crwdne7473:0","PROPERTY",""
"SimulationSettings.ProminenceFrequencyMultiplier","crwdns7474:0crwdne7474:0","PROPERTY",""
"SimulationSettings.Grid","crwdns7475:0crwdne7475:0","PROPERTY",""
"SimulationSettings.GridTextSize","crwdns7476:0crwdne7476:0","PROPERTY",""
"SimulationSettings.GridWidth","crwdns7477:0crwdne7477:0","PROPERTY",""
"SimulationSettings.HabitableZones","crwdns7478:0crwdne7478:0","PROPERTY",""
"SimulationSettings.Icons","crwdns7479:0crwdne7479:0","PROPERTY",""
"SimulationSettings.LabelOpacity","crwdns7480:0crwdne7480:0","PROPERTY",""
"SimulationSettings.Labels","crwdns7481:0crwdne7481:0","PROPERTY",""
"SimulationSettings.RelativeMassLabels","crwdns7482:0crwdne7482:0","PROPERTY",""
"SimulationSettings.Lagrange","crwdns7483:0crwdne7483:0","PROPERTY",""
"SimulationSettings.LightingMode","crwdns7484:0crwdne7484:0","PROPERTY",""
"SimulationSettings.LightIntensity","crwdns7485:0crwdne7485:0","PROPERTY",""
"SimulationSettings.LongLatitude","crwdns7486:0crwdne7486:0","PROPERTY",""
"SimulationSettings.OrbitContext","crwdns7487:0crwdne7487:0","PROPERTY",""
"SimulationSettings.OrbitIntensity","crwdns7488:0crwdne7488:0","PROPERTY",""
"SimulationSettings.OrbitWidth","crwdns7489:0crwdne7489:0","PROPERTY",""
"SimulationSettings.ParticleDensity","crwdns7490:0crwdne7490:0","PROPERTY",""
"SimulationSettings.PauseDate","crwdns7491:0crwdne7491:0","PROPERTY",""
"SimulationSettings.PauseOnDate","crwdns7492:0crwdne7492:0","PROPERTY",""
"SimulationSettings.StartPaused","crwdns7493:0crwdne7493:0","PROPERTY",""
"SimulationSettings.PotentialGrid","crwdns7494:0crwdne7494:0","PROPERTY",""
"SimulationSettings.PotentialGridResolution","crwdns7495:0crwdne7495:0","PROPERTY",""
"SimulationSettings.ProjectedPath","crwdns7496:0crwdne7496:0","PROPERTY",""
"SimulationSettings.ProjectedPathContext","crwdns7497:0crwdne7497:0","PROPERTY",""
"SimulationSettings.RayContext","crwdns7498:0crwdne7498:0","PROPERTY",""
"SimulationSettings.RealisticStars","crwdns7499:0crwdne7499:0","PROPERTY",""
"SimulationSettings.RegenerateTrails","crwdns7500:0crwdne7500:0","PROPERTY",""
"SimulationSettings.Shadows","crwdns7501:0crwdne7501:0","PROPERTY",""
"SimulationSettings.ShowComets","crwdns7502:0crwdne7502:0","PROPERTY",""
"SimulationSettings.ShowStellarProminences","crwdns7503:0crwdne7503:0","PROPERTY",""
"SimulationSettings.ShowDarkMatter","crwdns7504:0crwdne7504:0","PROPERTY",""
"SimulationSettings.ShowSupernovae","crwdns7505:0crwdne7505:0","PROPERTY",""
"SimulationSettings.SPHDisplayProperty","crwdns7506:0crwdne7506:0","PROPERTY",""
"SimulationSettings.SPHRenderMode","crwdns7507:0crwdne7507:0","PROPERTY",""
"SimulationSettings.SPHSampleMode","crwdns7508:0crwdne7508:0","PROPERTY",""
"SimulationSettings.StartingTolerance","crwdns7509:0crwdne7509:0","PROPERTY",""
"SimulationSettings.TextBillboards","crwdns7510:0crwdne7510:0","PROPERTY",""
"SimulationSettings.TidalEvolution","crwdns7511:0crwdne7511:0","PROPERTY",""
"SimulationSettings.TidalEvolutionMultiplier","crwdns7512:0crwdne7512:0","PROPERTY",""
"SimulationSettings.TidalHeating","crwdns7513:0crwdne7513:0","PROPERTY",""
"SimulationSettings.TidalHeatingMultiplier","crwdns7514:0crwdne7514:0","PROPERTY",""
"SimulationSettings.TrailContext","crwdns7515:0crwdne7515:0","PROPERTY",""
"SimulationSettings.TrailIntensity","crwdns7516:0crwdne7516:0","PROPERTY",""
"SimulationSettings.TrailLength","crwdns7517:0crwdne7517:0","PROPERTY",""
"SimulationSettings.TrailWidth","crwdns7518:0crwdne7518:0","PROPERTY",""
"SimulationSettings.VolatilityMassMultiplier","crwdns7519:0crwdne7519:0","PROPERTY",""
"SimulationSettings.CameraFOV","crwdns7520:0crwdne7520:0","PROPERTY",""
"SimulationSettings.Orbits","crwdns7521:0crwdne7521:0","PROPERTY",""
"SimulationSettings.TrailCenter","crwdns7522:0crwdne7522:0","PROPERTY",""
"SimulationSettings.Trails","crwdns7523:0crwdne7523:0","PROPERTY",""
"SimulationSettings.BodyScaleStyle","crwdns7524:0crwdne7524:0","PROPERTY",""
"SimulationSettings.BodyScaleMultiplier","crwdns7525:0crwdne7525:0","PROPERTY",""
"SimulationSettings.CollisionImportance","crwdns7526:0crwdne7526:0","PROPERTY",""
"Preferences.AnalyticsEnabled","crwdns7527:0crwdne7527:0","PROPERTY",""
"Preferences.IncludeSimulationOverlays","crwdns7528:0crwdne7528:0","PROPERTY",""
"Preferences.UseControllerInput","crwdns7529:0crwdne7529:0","PROPERTY",""
"Preferences.InvertedScrolling","crwdns7530:0crwdne7530:0","PROPERTY",""
"Preferences.BudgetTargetFPS","crwdns7531:0crwdne7531:0","PROPERTY",""
"Preferences.BudgetEnableReduction","crwdns7532:0crwdne7532:0","PROPERTY",""
"Preferences.AudioEnabled","crwdns7533:0crwdne7533:0","PROPERTY",""
"Preferences.PlayAudioInBackground","crwdns7534:0crwdne7534:0","PROPERTY",""
"Preferences.MasterVolume","crwdns7535:0crwdne7535:0","PROPERTY",""
"Preferences.MusicVolume","crwdns7536:0crwdne7536:0","PROPERTY",""
"Preferences.EffectsVolume","crwdns7537:0crwdne7537:0","PROPERTY",""
"Preferences.UIVolume","crwdns7538:0crwdne7538:0","PROPERTY",""
"Preferences.QuicksaveAmount","crwdns7539:0crwdne7539:0","PROPERTY",""
"Preferences.DynamicViewport","crwdns7540:0crwdne7540:0","PROPERTY",""
"Preferences.DynamicCamera","crwdns7541:0crwdne7541:0","PROPERTY",""
"Preferences.SelectionBias","crwdns7542:0crwdne7542:0","PROPERTY",""
"Preferences.CameraSmoothingMultiplier","crwdns7543:0crwdne7543:0","PROPERTY",""
"Preferences.PrimaryColor","crwdns7544:0crwdne7544:0","PROPERTY",""
"Preferences.GIFDesiredFPS","crwdns7545:0crwdne7545:0","PROPERTY",""
"Preferences.GIFIncludeUI","crwdns7546:0crwdne7546:0","PROPERTY",""
"Preferences.GIFQuality","crwdns7547:0crwdne7547:0","PROPERTY",""
"Preferences.GIFLoop","crwdns7548:0crwdne7548:0","PROPERTY",""
"Preferences.GIFIncludeSimulationOverlays","crwdns7549:0crwdne7549:0","PROPERTY",""
"Preferences.GIFPaletteFrameSkip","crwdns7550:0crwdne7550:0","PROPERTY",""
"Preferences.GIFTimeLimit","crwdns7551:0crwdne7551:0","PROPERTY",""
"Preferences.GIFShowWatermark","crwdns7552:0crwdne7552:0","PROPERTY",""
"Preferences.GIFMode","crwdns7553:0crwdne7553:0","PROPERTY",""
"Preferences.IncludeUIinScreenshots","crwdns7554:0crwdne7554:0","PROPERTY",""
"Preferences.ScreenshotsIncludeSimulationOverlays","crwdns7555:0crwdne7555:0","PROPERTY",""
"Preferences.ScreenshotMode","crwdns7556:0crwdne7556:0","PROPERTY",""
"Preferences.LocalizationModeUnlocked","crwdns7557:0crwdne7557:0","PROPERTY",""
"Preferences.ShowNEWIcons","crwdns7558:0crwdne7558:0","PROPERTY",""
"Preferences.NEWIconMode","crwdns7559:0crwdne7559:0","PROPERTY",""
"Preferences.NEWIconDate","crwdns7560:0crwdne7560:0","PROPERTY",""
"Preferences.HideVisited","crwdns7561:0crwdne7561:0","PROPERTY",""
"Simulation.SlowestBody","crwdns7562:0crwdne7562:0","PROPERTY",""
"Simulation.ErrorPerSecond","crwdns7563:0crwdne7563:0","PROPERTY",""
"Simulation.ComputationDevice","crwdns7564:0crwdne7564:0","PROPERTY",""
"Simulation.Accuracy","crwdns7565:0crwdne7565:0","PROPERTY",""
"Simulation.IntegratorId","crwdns7566:0crwdne7566:0","PROPERTY",""
"Simulation.IntegrationMode","crwdns7567:0crwdne7567:0","PROPERTY",""
"Simulation.SlidingMotionDampning","crwdns7568:0crwdne7568:0","PROPERTY",""
"Simulation.AbsorptionRadiusScalar","crwdns7569:0crwdne7569:0","PROPERTY",""
"Simulation.ConstantCenterOfMass","crwdns7570:0crwdne7570:0","PROPERTY",""
"Simulation.AveragStepPerSecond","crwdns7571:0crwdne7571:0","PROPERTY",""
"Simulation.Mass","crwdns7572:0crwdne7572:0","PROPERTY",""
"Simulation.Momentum","crwdns7573:0crwdne7573:0","PROPERTY",""
"Simulation.Velocity","crwdns7574:0crwdne7574:0","PROPERTY",""
"Simulation.MassLost","crwdns7575:0crwdne7575:0","PROPERTY",""
"Simulation.MomentumLost","crwdns7576:0crwdne7576:0","PROPERTY",""
"Simulation.AutomaticTolerance","crwdns7577:0crwdne7577:0","PROPERTY",""
"Simulation.Tolerance","crwdns7578:0crwdne7578:0","PROPERTY",""
"Simulation.EstimatedBaseTolerance","crwdns7579:0crwdne7579:0","PROPERTY",""
"Simulation.AccuracySensitivity","crwdns7580:0crwdne7580:0","PROPERTY",""
"Simulation.ParticleStream","crwdns7581:0crwdne7581:0","PROPERTY",""
"Simulation.TargetTimeStepPerRealSec","crwdns7582:0crwdne7582:0","PROPERTY",""
"SimulationInformation.TotalMass","crwdns7583:0crwdne7583:0","PROPERTY",""
"SimulationInformation.TotalVelocity","crwdns7584:0crwdne7584:0","PROPERTY",""
"SimulationInformation.TotalMomentum","crwdns7585:0crwdne7585:0","PROPERTY",""
"MaterialProxyTarget.Mass","crwdns7586:0crwdne7586:0","PROPERTY",""
"TimeControlBehavior.TargetDateTime","crwdns7587:0crwdne7587:0","PROPERTY",""
"TimeControlBehavior.TargetLength","crwdns7588:0crwdne7588:0","PROPERTY",""
"TimeControlBehavior.MaxSpeed","crwdns7589:0crwdne7589:0","PROPERTY",""
"TimeControlBehavior.OnArrival","crwdns7590:0crwdne7590:0","PROPERTY",""
"TimeControlBehavior.TargetTimestep","crwdns7591:0crwdne7591:0","PROPERTY",""
"Choreography.BodyA","crwdns7592:0crwdne7592:0","PROPERTY",""
"Choreography.SeparationInRadii","crwdns7593:0crwdne7593:0","PROPERTY",""
"Choreography.PerturbPosInRadii","crwdns7594:0crwdne7594:0","PROPERTY",""
"Choreography.RandomizeMass","crwdns7595:0crwdne7595:0","PROPERTY",""
"Choreography.GroupVelocityUpScale","crwdns7596:0crwdne7596:0","PROPERTY",""
"Choreography.MakePulsars","crwdns7597:0crwdne7597:0","PROPERTY",""
"Choreography.ResetCamera","crwdns7598:0crwdne7598:0","PROPERTY",""
"Choreography.Integrator","crwdns7599:0crwdne7599:0","PROPERTY",""
"Choreography.Accuracy","crwdns7600:0crwdne7600:0","PROPERTY",""
"GraphPreset.ValueX","crwdns7601:0crwdne7601:0","PROPERTY",""
"GraphPreset.ValueY","crwdns7602:0crwdne7602:0","PROPERTY",""
"GraphPreset.AliasX","crwdns7603:0crwdne7603:0","PROPERTY",""
"GraphPreset.AliasY","crwdns7604:0crwdne7604:0","PROPERTY",""
"GraphPreset.Timespan","crwdns7605:0crwdne7605:0","PROPERTY",""
"GraphPreset.ShowAxisX","crwdns7606:0crwdne7606:0","PROPERTY",""
"GraphPreset.ShowAxisY","crwdns7607:0crwdne7607:0","PROPERTY",""
"GraphPreset.ShowLegend","crwdns7608:0crwdne7608:0","PROPERTY",""
"GraphPreset.ShowLabels","crwdns7609:0crwdne7609:0","PROPERTY",""
"GraphPreset.AxisColor","crwdns7610:0crwdne7610:0","PROPERTY",""
"GraphPreset.LabelColor","crwdns7611:0crwdne7611:0","PROPERTY",""
"GraphPreset.HighlightColor","crwdns7612:0crwdne7612:0","PROPERTY",""
"NBodyOptions.NumExplosionFillerFragments","crwdns7613:0crwdne7613:0","PROPERTY",""
"NBodyOptions.GravitySmoothing","crwdns7614:0crwdne7614:0","PROPERTY",""
"NBodyOptions.GravitySmoothingLength","crwdns7615:0crwdne7615:0","PROPERTY",""
"NBodyOptions.GravitationalConstant","crwdns7616:0crwdne7616:0","PROPERTY",""
"NBodyOptions.AcceptPositionOnlyBasedAcceleration","crwdns7617:0crwdne7617:0","PROPERTY",""
"NBodyOptions.FrictionFragmentationEnabled","crwdns7618:0crwdne7618:0","PROPERTY",""
"NBodyOptions.RocheFragmentationEnabled","crwdns7619:0crwdne7619:0","PROPERTY",""
"NBodyOptions.RocheLimitMinimalRadius","crwdns7620:0crwdne7620:0","PROPERTY",""
"NBodyOptions.RocheHelperAccelerationFraction","crwdns7621:0crwdne7621:0","PROPERTY",""
"NBodyOptions.RocheLobeLossFactor","crwdns7622:0crwdne7622:0","PROPERTY",""
"NBodyOptions.RocheMaximalFragmentMassRatio","crwdns7623:0crwdne7623:0","PROPERTY",""
"AmbiencePreset.BackgroundRotation","crwdns7624:0crwdne7624:0","PROPERTY",""
"AmbiencePreset.BackgroundRotationX","crwdns7625:0crwdne7625:0","PROPERTY",""
"AmbiencePreset.BackgroundRotationY","crwdns7626:0crwdne7626:0","PROPERTY",""
"ArrangeSetup.NumberOfParticles","crwdns7627:0crwdne7627:0","PROPERTY",""
"ArrangeSetup.NumberOfBodies","crwdns7628:0crwdne7628:0","PROPERTY",""
"ArrangeSetup.Density","crwdns7629:0crwdne7629:0","PROPERTY",""
"ArrangeSetup.Spacing","crwdns7630:0crwdne7630:0","PROPERTY",""
"ArrangeSetup.Shape","crwdns7631:0crwdne7631:0","PROPERTY",""
"ArrangeSetup.Revolutions","crwdns7632:0crwdne7632:0","PROPERTY",""
"ArrangeSetup.SpiralType","crwdns7633:0crwdne7633:0","PROPERTY",""
"ArrangeSetup.VogelAngle","crwdns7634:0crwdne7634:0","PROPERTY",""
"ArrangeSetup.Inner","crwdns7635:0crwdne7635:0","PROPERTY",""
"ArrangeSetup.Outer","crwdns7636:0crwdne7636:0","PROPERTY",""
"ArrangeSetup.Height","crwdns7637:0crwdne7637:0","PROPERTY",""
"ArrangeSetup.PlaneAlignment","crwdns7638:0crwdne7638:0","PROPERTY",""
"ArrangeSetup.TotalMass","crwdns7639:0crwdne7639:0","PROPERTY",""
"ArrangeSetup.RingUnits","crwdns7640:0crwdne7640:0","PROPERTY",""
"ArrangeSetup.Motion","crwdns7641:0crwdne7641:0","PROPERTY",""
"ArrangeSetup.Velocity","crwdns7642:0crwdne7642:0","PROPERTY",""
"ArrangeSetup.VelocityRangeMin","crwdns7643:0crwdne7643:0","PROPERTY",""
"ArrangeSetup.VelocityRangeMax","crwdns7644:0crwdne7644:0","PROPERTY",""
"ArrangeSetup.AutoBounds","crwdns7645:0crwdne7645:0","PROPERTY",""
"ArrangeSetup.RemoveUnstableResonances","crwdns7646:0crwdne7646:0","PROPERTY",""
"ArrangeSetup.UsePlanetoids","crwdns7647:0crwdne7647:0","PROPERTY",""
"ArrangeSetup.UseParentMass","crwdns7648:0crwdne7648:0","PROPERTY",""
"ArrangeSetup.BodyName","crwdns7649:0crwdne7649:0","PROPERTY",""
"ViewSetup.ResetCamera","crwdns7650:0crwdne7650:0","PROPERTY",""
"ChaoticOrbitPreset.AMass","crwdns7651:0crwdne7651:0","PROPERTY",""
"ChaoticOrbitPreset.BMass","crwdns7652:0crwdne7652:0","PROPERTY",""
"ChaoticOrbitPreset.SunMass","crwdns7653:0crwdne7653:0","PROPERTY",""
"ChaoticOrbitPreset.TimeStepMode","crwdns7654:0crwdne7654:0","PROPERTY",""
"ChoreographyPreset.BodyA","crwdns7655:0crwdne7655:0","PROPERTY",""
"ChoreographyPreset.Integrator","crwdns7656:0crwdne7656:0","PROPERTY",""
"ChoreographyPreset.Accuracy","crwdns7657:0crwdne7657:0","PROPERTY",""
"ChoreographyPreset.SeparationInRadii","crwdns7658:0crwdne7658:0","PROPERTY",""
"ChoreographyPreset.PerturbPosInRadii","crwdns7659:0crwdne7659:0","PROPERTY",""
"ChoreographyPreset.RandomizeMass","crwdns7660:0crwdne7660:0","PROPERTY",""
"ChoreographyPreset.GroupVelocityUpScale","crwdns7661:0crwdne7661:0","PROPERTY",""
"ChoreographyPreset.MakePulsars","crwdns7662:0crwdne7662:0","PROPERTY",""
"ChoreographyPreset.ResetCamera","crwdns7663:0crwdne7663:0","PROPERTY",""
"ChoreographyPreset.TrailLength","crwdns7664:0crwdne7664:0","PROPERTY",""
"ChoreographyPreset.EnableCollisions","crwdns7665:0crwdne7665:0","PROPERTY",""
"ChoreographyPreset.EnableFragments","crwdns7666:0crwdne7666:0","PROPERTY",""
"ChoreographyPreset.EnableCollisionFragments","crwdns7667:0crwdne7667:0","PROPERTY",""
"ChoreographyPreset.EnableTotalBodyFragmentation","crwdns7668:0crwdne7668:0","PROPERTY",""
"ChoreographyPreset.EnableRocheFragmentation","crwdns7669:0crwdne7669:0","PROPERTY",""
"ChoreographyPreset.EnableSurfaceFragmentation","crwdns7670:0crwdne7670:0","PROPERTY",""
"ChoreographyPreset.JeansEscapeEnabled","crwdns7671:0crwdne7671:0","PROPERTY",""
"ChoreographyPreset.TidalHeating","crwdns7672:0crwdne7672:0","PROPERTY",""
"CollisionPreset.BodyA","crwdns7673:0crwdne7673:0","PROPERTY",""
"CollisionPreset.RotationPeriodA","crwdns7674:0crwdne7674:0","PROPERTY",""
"CollisionPreset.BodyB","crwdns7675:0crwdne7675:0","PROPERTY",""
"CollisionPreset.RotationPeriodB","crwdns7676:0crwdne7676:0","PROPERTY",""
"CollisionPreset.ColliderCount","crwdns7677:0crwdne7677:0","PROPERTY",""
"CollisionPreset.Speed","crwdns7678:0crwdne7678:0","PROPERTY",""
"CollisionPreset.RealTimeSecBeforeCollision","crwdns7679:0crwdne7679:0","PROPERTY",""
"CollisionPreset.PosOffsetHofB","crwdns7680:0crwdne7680:0","PROPERTY",""
"CollisionPreset.PosOffsetVofB","crwdns7681:0crwdne7681:0","PROPERTY",""
"CollisionPreset.AngleH","crwdns7682:0crwdne7682:0","PROPERTY",""
"CollisionPreset.AngleV","crwdns7683:0crwdne7683:0","PROPERTY",""
"CollisionPreset.TimeBetweenColliders","crwdns7684:0crwdne7684:0","PROPERTY",""
"CollisionPreset.CollisionGroupCount","crwdns7685:0crwdne7685:0","PROPERTY",""
"CollisionPreset.TimeOffsetEachGroup","crwdns7686:0crwdne7686:0","PROPERTY",""
"CollisionPreset.CollisionImportance","crwdns7687:0crwdne7687:0","PROPERTY",""
"CollisionPreset.GroupVelocityX","crwdns7688:0crwdne7688:0","PROPERTY",""
"CollisionPreset.GroupVelocityY","crwdns7689:0crwdne7689:0","PROPERTY",""
"CollisionPreset.GroupVelocityZ","crwdns7690:0crwdne7690:0","PROPERTY",""
"CollisionPreset.Rate","crwdns7691:0crwdne7691:0","PROPERTY",""
"CollisionPreset.TimeStepMode","crwdns7692:0crwdne7692:0","PROPERTY",""
"CollisionPreset.InitializeClimate","crwdns7693:0crwdne7693:0","PROPERTY",""
"CollisionPreset.ResetCamera","crwdns7694:0crwdne7694:0","PROPERTY",""
"CollisionPreset.CameraDistanceInRadiusofA","crwdns7695:0crwdne7695:0","PROPERTY",""
"EncounterPreset.Seed","crwdns7696:0crwdne7696:0","PROPERTY",""
"EncounterPreset.InitDate","crwdns7697:0crwdne7697:0","PROPERTY",""
"EncounterPreset.DateMeaning","crwdns7698:0crwdne7698:0","PROPERTY",""
"EncounterPreset.TimeStepMode","crwdns7699:0crwdne7699:0","PROPERTY",""
"EncounterPreset.RogueBody","crwdns7700:0crwdne7700:0","PROPERTY",""
"EncounterPreset.IncludeRogueBody","crwdns7701:0crwdne7701:0","PROPERTY",""
"EncounterPreset.Mass","crwdns7702:0crwdne7702:0","PROPERTY",""
"EncounterPreset.OverrideMass","crwdns7703:0crwdne7703:0","PROPERTY",""
"EncounterPreset.Speed","crwdns7704:0crwdne7704:0","PROPERTY",""
"EncounterPreset.AngleH","crwdns7705:0crwdne7705:0","PROPERTY",""
"EncounterPreset.AngleV","crwdns7706:0crwdne7706:0","PROPERTY",""
"EncounterPreset.TargetName","crwdns7707:0crwdne7707:0","PROPERTY",""
"EncounterPreset.AimPointX","crwdns7708:0crwdne7708:0","PROPERTY",""
"EncounterPreset.AimPointY","crwdns7709:0crwdne7709:0","PROPERTY",""
"EncounterPreset.Distance","crwdns7710:0crwdne7710:0","PROPERTY",""
"EncounterPreset.AsteroidsAndDwarfOptions","crwdns7711:0crwdne7711:0","PROPERTY",""
"EncounterPreset.MoonOptions","crwdns7712:0crwdne7712:0","PROPERTY",""
"EncounterPreset.RingOptions","crwdns7713:0crwdne7713:0","PROPERTY",""
"EncounterPreset.ResetCamera","crwdns7714:0crwdne7714:0","PROPERTY",""
"GalaxyPreset.IncludeDarkMatter","crwdns7715:0crwdne7715:0","PROPERTY",""
"GalaxyPreset.NumberOfParticles","crwdns7716:0crwdne7716:0","PROPERTY",""
"GalaxyPreset.NumberDMParticles","crwdns7717:0crwdne7717:0","PROPERTY",""
"GalaxyPreset.RelativeSize","crwdns7718:0crwdne7718:0","PROPERTY",""
"GalaxyPreset.GalaxyType","crwdns7719:0crwdne7719:0","PROPERTY",""
"GalaxyPreset.SpiralArms","crwdns7720:0crwdne7720:0","PROPERTY",""
"GalaxyPreset.ArmAngle","crwdns7721:0crwdne7721:0","PROPERTY",""
"GalaxyPreset.NumOfGalaxies","crwdns7722:0crwdne7722:0","PROPERTY",""
"GalaxyPreset.RandomOrientation","crwdns7723:0crwdne7723:0","PROPERTY",""
"GridPreset.ObjType","crwdns7724:0crwdne7724:0","PROPERTY",""
"GridPreset.Seed","crwdns7725:0crwdne7725:0","PROPERTY",""
"GridPreset.MassMin","crwdns7726:0crwdne7726:0","PROPERTY",""
"GridPreset.MassMax","crwdns7727:0crwdne7727:0","PROPERTY",""
"GridPreset.DensityMin","crwdns7728:0crwdne7728:0","PROPERTY",""
"GridPreset.DensityMax","crwdns7729:0crwdne7729:0","PROPERTY",""
"GridPreset.TempMin","crwdns7730:0crwdne7730:0","PROPERTY",""
